"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"384.3B239AC1CB","MCJ","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-20 06:50:08,"H",NA,FALSE,"sockeye"
"384.3B239AC1CB","MCJ","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-20 06:50:09,"H",NA,FALSE,"sockeye"
"384.3B239AC1CB","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-25 20:46:12,"H",NA,FALSE,"sockeye"
"384.3B239AC1CB","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-25 20:54:08,"H",NA,FALSE,"sockeye"
"384.3B239B756E","ICHFFB","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-24 20:55:51,"H",NA,FALSE,"sockeye"
"384.3B239B756E","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-30 09:55:58,"H",NA,FALSE,"sockeye"
"384.3B239B756E","ICHFFB","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-24 20:55:53,"H",NA,FALSE,"sockeye"
"384.3B239B756E","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-30 10:03:33,"H",NA,FALSE,"sockeye"
"3D9.1BF1AC0583","BO3","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-11 16:56:30,"H",197,FALSE,"sockeye"
"3D9.1BF1AC0583","BO4","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-12 06:23:37,"H",197,FALSE,"sockeye"
"3D9.1BF1AC0583","BO3","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-11 16:56:35,"H",197,FALSE,"sockeye"
"3D9.1BF1AC0583","TD1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-14 15:13:03,"H",197,FALSE,"sockeye"
"3D9.1BF1AC0583","TD1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-14 15:13:02,"H",197,FALSE,"sockeye"
"3D9.1BF1AC0583","BO4","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-12 06:31:44,"H",197,FALSE,"sockeye"
"3D9.1BF20FCD8A","GRA","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-27 14:55:54,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","MC1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-02 09:59:10,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","MC1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-02 09:59:17,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","BO4","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-06-25 05:36:33,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","GRA","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-27 14:56:38,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","ICH","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-03 16:45:57,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","ICH","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-03 16:45:47,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","TD1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-06-27 17:20:38,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","BO4","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-06-25 05:34:49,"H",175,FALSE,"sockeye"
"3D9.1BF20FCD8A","TD1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-06-27 17:20:34,"H",175,FALSE,"sockeye"
"3D9.1BF277B742","ICH","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-04 10:57:05,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","ICH","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-04 10:58:03,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","MC1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-02 14:58:32,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","MC1","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-02 14:58:36,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","GRA","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-11 17:05:03,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","LMJ","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2011-05-22 20:37:51,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","GRA","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-13 17:43:14,"H",186,FALSE,"sockeye"
"3D9.1BF277B742","GRA","Summer","RLCTRP","Upper Salmon",2011-05-12,"Observation",2013-07-13 17:43:31,"H",186,FALSE,"sockeye"
