"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"384.3B239A23A2","ICH","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-12 11:43:47,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","GOA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-16 17:20:01,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","LMA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-13 21:00:34,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","GOA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-16 17:20:03,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","TD1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-08 14:02:03,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","USE","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-08-07 03:10:35,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","GRA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-19 08:38:12,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","LMA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-15 07:36:35,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","LMA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-15 07:36:30,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","ICH","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-12 11:43:46,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","MC2","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-11 06:24:14,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-07 06:18:07,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","MC2","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-11 06:24:12,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","RLCTRP","Summer","RLCTRP","Upper Salmon",2013-05-09,"Recapture",2014-08-22 14:51:00,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-07 07:31:33,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-07 07:26:49,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","GRA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-19 08:38:11,"H",NA,FALSE,"sockeye"
"384.3B239A23A2","TD1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-08 14:02:04,"H",NA,FALSE,"sockeye"
"384.3B239A3D2E","GRA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-14 18:25:27,"H",NA,FALSE,"sockeye"
"384.3B239A3D2E","LMA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-10 15:55:28,"H",NA,FALSE,"sockeye"
"384.3B239A3D2E","ICH","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-07-09 16:42:33,"H",NA,FALSE,"sockeye"
"384.3B239A3D2E","USE","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2014-08-02 18:10:47,"H",NA,FALSE,"sockeye"
"384.3B239A3D2E","RLCTRP","Summer","RLCTRP","Upper Salmon",2013-05-09,"Recapture",2014-09-29 07:46:00,"H",NA,FALSE,"sockeye"
"384.3B239A3D2E","RLCTRP","Summer","RLCTRP","Upper Salmon",2013-05-09,"Recapture",2014-08-19 13:35:00,"H",NA,FALSE,"sockeye"
